"index","type_of_reference","title","id","pub_title","start_page","end_page","pub_year","keywords","place_published","unknown_tag","authors","volume","url","number","issn","publisher"
"4527","JOUR","Prairie chicken responses to changing booming-ground cover type and height","2425","The Journal of Wildlife Management","636","643","1969","['Aves, bird, booming-ground, booming ground, lek, grassland management, prescribed burning, fire, mowing, windbreak']","","defaultdict(<class 'list'>, {'U1': ['2425']})","Anderson, R.K.","33","","","",""
"4528","JOUR","Practical management of scarce arable plant populations","2935","Aspects of Applied Biology","375","380","2010","['Disturbance, competition, graminicide, herbicide, arable flora']","","defaultdict(<class 'list'>, {'U1': ['2935']})","Pywell, R.F.; Hulmes, L.; Meek, W.R.; Nowakowski, M.","100","","","",""
"4529","CHAP","Possibilities of farming to promote weed flora in the western Hunsrück (Germany)","3076","Möglichkeiten und Grenzen der Ökologisierung der Landwirtschaft - Wissenschaftliche Grundlagen und praktische Erfahrungen – Beiträge aus dem Arbeitskreis","57","65","2006","","Berlin","defaultdict(<class 'list'>, {'U1': ['3076']})","Wehke, S.; Zoldan, J.W.; Frankenberg, T.; Ruthsatz, B.","","","","","Mitteilungen der Biologischen Bundesanstalt für Land- und Forstwirtschaft"
"4530","JOUR","Post-release flight and foraging behavior of a bald eagle hacked in western Kentucky","3121","Raptor Research","37","42","1983","","","defaultdict(<class 'list'>, {'U1': ['3121']})","Altman, R.L.","17","","2","",""
"4531","JOUR","Prairie restoration: Effects on nongame birds","3162","The Journal of Wildlife Management","667","672","1980","","","defaultdict(<class 'list'>, {'U1': ['3162']})","Blankespoor, G.W.","44","","3","0022541X",""
"4532","JOUR","Prairie falcons nest on an artificial ledge","3183","Raptor Research","46","50","1980","","","defaultdict(<class 'list'>, {'U1': ['3183']})","Boyce Jr, D.A.; Fisher, L.; Lehman, W.E.; Hipp, B.; Peterson, J.","14","","2","",""
"4533","RPRT","Potential for enhancing biodiversity on intensive livestock farms (PEBIL)","3248","","","","2007","","","defaultdict(<class 'list'>, {'U1': ['3248']})","Defra,","BD1444","","","","Defra"
"4534","JOUR","Population trends of forest birds at Hakalau Forest National Wildlife Refuge, Hawai'i","3270","The Condor","196","212","2010","","","defaultdict(<class 'list'>, {'U1': ['3270']})","Camp, R.J.; Pratt, T.K.; Gorresen, P.M.; Jeffrey, J.J.; Woodworth, B.L.","112","","2","0010-5422",""
"4535","JOUR","Potential benefits to water voles Arvicola terrestris of waterside buffer strips in an agri-environment scheme","3491","Aspects of Applied Biology","179","184","1999","","","defaultdict(<class 'list'>, {'U1': ['3491']})","Critchley, C.N.R.; Hodkinson, D.J.; McKenzie, S.E.","54","","","",""
"4536","JOUR","Predation on Artificial Nests in Forested Riparian Buffer Strips","3551","The Journal of Wildlife Management","542","550","1996","","","defaultdict(<class 'list'>, {'U1': ['3551']})","Vander Haegen, W.M.; Degraaf, R.M.","60","","3","",""
"4537","RPRT","Predicting the impact of future agricultural change and uptake of Entry Level Stewardship on farmland birds. BTO Research Report No. 485","3558","","","","2008","","","defaultdict(<class 'list'>, {'U1': ['3558']})","Vickery, J.; Chamberlain, D.; Evans, A.; Ewing, S.; Boatman, N.; Norris, K.","","","","","British Trust for Ornithology"
"4538","JOUR","Predator exclosures: a technique to reduce predation at piping plover nests","3655","Wildlife Society Bulletin","143","148","1992","","","defaultdict(<class 'list'>, {'U1': ['3655']})","Melvin, S.M.; MacIvor, L.H.; Griffin, C.R.","20","","","",""
"4539","JOUR","Population size and breeding success of Gould's Petrel Pterodroma leucoptera leucoptera on Cabbage Tree Island, New South Wales: 1996-97 to 2005-06","3663","Corella","79","82","2007","['myxomatosis, brodifacoum, haemorrhagic, disease']","","defaultdict(<class 'list'>, {'U1': ['3663']})","Priddel, D.; Carlile, N.","31","","","",""
"4540","CHAP","Post-release survival of rehabilitated African penguins","3678","Rehabilitation of oiled African Penguins: a conservation success story","8","17","2003","['oil spill']","Cape Town","defaultdict(<class 'list'>, {'U1': ['3678']})","Whittington, P.A.","","","","","Birdlife South Africa and Avian Demography Unit"
"4541","JOUR","Post-fledging survival and dispersal of peregrine falcons during a restoration project","3847","Journal of Raptor Research","176","182","2002","","","defaultdict(<class 'list'>, {'U1': ['3847']})","Powell, L.A.; Calvert, D.J.; Barry, I.M.; Washburn, L.","36","","","",""
"4542","JOUR","Potential antifouling strategies for marine finfish aquaculture: the effects of physical and chemical treatments on the settlement and survival of the hydroid Ectopleura larynx","4760","Biofouling","1033-42","","2011","['Acetic Acid/pharmacology']","","defaultdict(<class 'list'>, {'U1': ['4760']})","Guenther, J.; Fitridge, I.; Misimi, E.","27","","","1029-2454 (Electronic)",""
"4543","JOUR","Postrelease movements of captive-reared Ozark hellbenders (Cryptobranchus alleganiensis bishopi)","4816","Herpetologica","160-173","","2012","","","defaultdict(<class 'list'>, {'U1': ['4816']})","Bodinof, C.M.; Briggler, J.T.; Junge, R.E.; Beringer, J.; Wanner, M.D.; Schuette, C.D.; Ettling, J.; Gitzen, R.A.; Millspaugh, J.J","68","http://dx.doi.org/10.1655/HERPETOLOGICA-D-11-00033.1","","",""
"4544","CONF","Potential of using colonies of the green ant, Oecophylla smaragdina (F.), to control cashew insect pests","5256","Proceedings of the Sixth Workshop for Tropical Agricultural Entomologists, May 1998","81","93","2001","","Darwin, Australia. Technical Bulletin","defaultdict(<class 'list'>, {'U1': ['5256']})","Peng, R.; Christian, K.; Gibb, K.","No. 288","","","0158-2763",""
"4545","JOUR","Post-fallow tillage and crop effects on soil enzymes and other indicators","5340","Soil Use and Management","18","27","2011","['Haplic Podzol, Sandy soil']","","defaultdict(<class 'list'>, {'U1': ['5340']})","de Varennes, A.; Torres, M.O.","27","http://doi.wiley.com/10.1111/j.1475-2743.2010.00307.x","1","",""
"4546","JOUR","Possum control and bird recovery in an urban landscape, New Zealand","5555","Conservation Evidence","44","47","2015","","","defaultdict(<class 'list'>, {'U1': ['5555']})","Johnstone Macleod, L.; Dickson, R.; Leckie, C.; Stephenson, B.M.; Glen, A. S.","12","","","",""
"4547","JOUR","Post-logging recovery time is longer than expected in an East African tropical forest","5611","Forest Ecology and Management","855-864","","2011","","","defaultdict(<class 'list'>, {'U1': ['5611']})","Bonnell, T.R.; Reyna-Hurtado, R.; Chapman, C.A.","261","http://www.sciencedirect.com/science/article/pii/S037811271000719X","","0378-1127",""
"4548","JOUR","Post-fire natural regeneration of young stands on clearcut and partial-cut and uncut sites of boreal mixedwoods","5740","Forest ecology and management","256-262","","2009","","","defaultdict(<class 'list'>, {'U1': ['5740']})","Li, J.; Dang, Q.; Ambebe, T.F.","258","http://www.sciencedirect.com/science/article/pii/S0378112709002801","","0378-1127",""
"4549","JOUR","Postharvest survival of navel orangeworm assessed in pistachios","6158","California Agriculture","30","35","2008","","","defaultdict(<class 'list'>, {'U1': ['6158']})","Siegel, J.; Kuenen, L.P.S.; Higbee, B.S.; Noble, P.; Gill, R.; Yokota, G.Y.; Krugner, R.; Daane, K.M.","62","http://dx.doi.org/10.3733/ca.v062n01p30","1","0008-0845",""
"4550","JOUR","Postrelease Success of Two Rehabilitated Vervet Monkey (Chlorocebus aethiops) Troops in KwaZulu-Natal, South Africa","6396","Folia Primatologica","96-108","","2010","","","defaultdict(<class 'list'>, {'U1': ['6396']})","Wimberger, K.; Downs, C.T.; Perrin, M.R.","81","http://dx.doi.org/10.1159/000314636","","0015-5713",""
"4551","JOUR","Post-Fire Control of Invasive Plants Promotes Native Recovery in a Burned Desert Shrubland","6457","Restoration Ecology","334","343","2010","['California']","","defaultdict(<class 'list'>, {'U1': ['6457']})","Steers, R.J.; Allen, E.B.","18","http://dx.doi.org/10.1111/j.1526-100X.2009.00622.x","","1526-100X",""
"4552","JOUR","Post-burn bracken Pteridium aquilinum control to manage habitat for the heath fritillary butterfly ,Mellicta athalia on Exmoor, Somerset, England","6505","Conservation Evidence","81","87","2007","","","defaultdict(<class 'list'>, {'U1': ['6505']})","Brook, S; McCracken, M.; Bulman, C.R.","4","http://www.conservationevidence.com/individual-study/2267","","",""
"4553","JOUR","Postfire regeneration of a mediterranean heathland in Southern Spain","6519","International Journal of Wildland Fire","191","198","1996","","","defaultdict(<class 'list'>, {'U1': ['6519']})","Ojeda, F.; Marañón, T.; Arroyo, J","6","https://dx.doi.org/10.1071/WF9960191","4","",""
"4554","RPRT","Practical Lessons from the Field: A Synthesis of Eight Lessons Learned Papers from the KFCP REDD+ Demonstration Activity","6697","Kalimantan Forests and Climate Partnership","","","2014","","","defaultdict(<class 'list'>, {'U1': ['6697']})","KFCP, .","","http://www.forda-mof.org/files/5._Practical_Lessons_from_the_Field.pdf","","","Kalimantan Forests and Climate Partnership"
"4555","CHAP","Post-fire experimental trials of vegetation restoration techniques in the peatlands of Namadgi (ACT) and Kosciuszko National Parks (NSW), Australia","6709","Terra Australis 32","363","379","2010","['ACT']","Canberra","defaultdict(<class 'list'>, {'U1': ['6709']})","Whinam, J.; Hope, G.; Good, R.; Wright, G.","","https://press.anu.edu.au/node/85/download","","","Australian National University e-press"
"4556","JOUR","Post-fire seeding on Wyoming big sagebrush ecological sites: Regression analyses of seeded nonnative and native species densities","6725","Journal of Environmental Management","1320-1325","","2009","['Rangeland']","","defaultdict(<class 'list'>, {'U1': ['6725']})","Eiswerth, M.E.; Krauter, K.; Swanson, S.R.; Zielinski, M.","90","http://www.sciencedirect.com/science/article/pii/S0301479708002041","","0301-4797",""
"4557","JOUR","Preference for and use of oral enrichment objects in juvenile silver foxes (Vulpes vulpes)","6806","Zoo Biology","122-129","","2016","","","defaultdict(<class 'list'>, {'U1': ['6806']})","Hovland, A.L.; Rød, A.M.S.; Koistinen, T.; Ahola, L.","180","","","0168-1591",""
"4558","JOUR","Potential effects of livestock water-trough modifications on bats in northern Arizona","6882","Wildlife Society Bulletin","602","608","2006","","","defaultdict(<class 'list'>, {'U1': ['6882']})","Tuttle, S.R.; Chambers, C.L.; Theimer, T.C.","34","http://www2.nau.edu/tct/tuttle.pdf","","",""
"4559","JOUR","Population trends of cave-dwelling bats in the Eastern Iberian Peninsula and the effect of protecting their roosts","6900","Acta Chiropterologica","107","118","2017","","","defaultdict(<class 'list'>, {'U1': ['6900']})","Machado, M.C.; Monsalve, M.A.; Castello, A.; Almenar, D.; Alcocer, A.; Monros, J.S.","19","http://www.bioone.org/doi/abs/10.3161/15081109ACC2017.19.1.008","","",""
"4560","JOUR","Post-release survival of hand-reared pipistrelle bats (Pipistrellus spp)","6947","Animal Welfare","375","382","2008","","","defaultdict(<class 'list'>, {'U1': ['6947']})","Kelly, A.; Goodwin, S.; Grogan, A.; Mathews, F.","17","https://www.int-res.com/articles/esr2010/12/n012p107.pdf","","",""
"4561","JOUR","Predation in subtropical soft-bottom systems: spiny lobster and molluscs in Florida Bay","7091","Marine Ecology Progress Series","185","197","2007","['Mollusc']","","defaultdict(<class 'list'>, {'U1': ['7091']})","Nizinski, M.","345","http://www.int-res.com/abstracts/meps/v345/p185-197/","","0171-8630, 1616-1599",""
"4562","JOUR","Potential of restoration of gravel-sand pits for bats","7201","Ecological Engineering","137","145","2018","","","defaultdict(<class 'list'>, {'U1': ['7201']})","Kerbiriou, C.; Parisot-Laprun, M.; Julien, J.F.","110","https://doi.org/10.1016/j.ecoleng.2017.11.013","","",""
"4563","RPRT","Practical Delivery of Farm Conservation Management in England (ENRR393)","7291","English Nature Research Report","","","2000","","Countryside & Community Research Unit","defaultdict(<class 'list'>, {'U1': ['7291']})","Winter, M.; Mills, J.; Wragg, A.","","","","Report No. ENRR393","Natural England (English Nature)"
"4564","RPRT","Post-works assessment of the STREAM restoration project sites at Fovant (R. Nadder). Summary of post works assessment following final site visit on 9th July 2009  (STREAM07)","7314","STREAM","","","2009","","","defaultdict(<class 'list'>, {'U1': ['7314']})","Hammond, D.; Mant, J.; Janes, M.; Fellick, A.","","","","STREAM07","Natural England"
"4565","RPRT","Post works assessment of the STREAM restoration project sites at Upper Woodford on the River Avon: Summary of post works assessment following final site visit on 9th April 2009 (STREAM11)","7331","","","","2009","","","defaultdict(<class 'list'>, {'U1': ['7331']})","Hammond, D.; Mant, J.; Janes, M.; Fellick, A.","","","","","Natural England"
"4566","RPRT","Post-works assessment of the STREAM restoration project sites at Hale (R.Avon): Summary of post works assessment following final site visit on 1st May 2009 (STREAM08)","7332","","","","2009","","","defaultdict(<class 'list'>, {'U1': ['7332']})","Hammond, D.; Mant, J.; Janes, M.; Fellick, A.","","","","","Natural England"
"4567","RPRT","Post-works assessment of the STREAM restoration project sites at Seven Hatches (R.Wylye). Summary of post works assessment following final site visit on 30th April 2009  (STREAM09)","7334","","","","2009","","","defaultdict(<class 'list'>, {'U1': ['7334']})","Hammond, D.; Mant, J.; Janes, M.; Fellick, A.","","","","","Natural England"
"4568","JOUR","Population size and artificial waterhole use by striped hyenas in the Dana Biosphere Reserve, Jordan","7371","Mammalia","415–419","","2017","","","defaultdict(<class 'list'>, {'U1': ['7371']})","Attum, O.; Rosenbarger, D.; Al awaji, M.; Kramer, A.; Eida, E.","81","https://doi.org/10.1515/mammalia-2015-0155","","",""
"4569","JOUR","Predation by introduced foxes on native bush rats in Australia: do foxes take the doomed surplus?","7387","Journal of Applied Ecology","1063–1071","","1999","","","defaultdict(<class 'list'>, {'U1': ['7387']})","Banks, P.B.","36","https://besjournals.onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2664.1999.00463.x","","",""
"4570","JOUR","Predation by red foxes limits recruitment in populations of eastern grey kangaroos","7388","Austral Ecology","283-291","","2000","","","defaultdict(<class 'list'>, {'U1': ['7388']})","Banks, P.B.; Newsome, A.E.; Dickman, C.R.","25","http://onlinelibrary.wiley.com/doi/10.1046/j.1442-9993.2000.01039.x/abstract","3","",""
"4571","JOUR","Predator swamping and supplementary feeding do not improve reintroduction success for a threatened Australian mammal, Bettongia lesueur","7389","Australian Mammalogy","177–187","","2016","","","defaultdict(<class 'list'>, {'U1': ['7389']})","Bannister, H.L.; Lynch, C.E.; Moseby, K.E.","38","http://dx.doi.org/10.1071/AM15020","","",""
"4572","JOUR","Predator abundance in relation to small game management in southern Portugal: conservation implications","7402","European Journal of Wildlife Research","227–238","","2009","","","defaultdict(<class 'list'>, {'U1': ['7402']})","Beja, P.; Gordinho, L.; Reino, L.; Loureiro, F.; Santos-Reis, M.; Borralho, R.","55","https://doi.org/10.1007/s10344-008-0236-1","","",""
"4573","JOUR","Post-release survival of rehabilitated white-tailed deer fawns in Missouri","7417","Wildlife Society Bulletin","732-738","","2004","","","defaultdict(<class 'list'>, {'U1': ['7417']})","Beringer, J.; Mabry, P.; Meyer, T.; Wallendorf, M.; Eddleman, W.R.","32","http://www.jstor.org/stable/3784797","3","00917648",""
"4574","JOUR","Post-release survival of captive-reared Allegheny woodrats","7428","Animal Conservation","186-195","","2015","['Allegheny woodrat']","","defaultdict(<class 'list'>, {'U1': ['7428']})","Blythe, R.M.; Smyser, T.J.; Johnson, S.A.; Swihart, R.K.","18","http://dx.doi.org/10.1111/acv.12158","2","1469-1795",""
"4575","JOUR","Post‐release acclimation of translocated low‐elevation, non‐migratory bighorn sheep","7474","Wildlife Society Bulletin","657-663","","2014","","","defaultdict(<class 'list'>, {'U1': ['7474']})","Clapp, J.G.; Beck, J.L.; Gerow, K.G.","38","https://doi.org/10.1002/wsb.441","","",""
"4576","JOUR","Predator exclusion as a management option for increasing white-tailed deer recruitment","7487","The Journal of Wildlife Management","162-170","","2016","","","defaultdict(<class 'list'>, {'U1': ['7487']})","Conner, L.M.; Cherry, M.J.; Rutledge, B.T.; Killmaster, C.H.; Morris, G.; Smith, L.L.","80","http://dx.doi.org/10.1002/jwmg.999","1","1937-2817",""
"4577","JOUR","Population responses of small and medium sized mammals to fox control at Jervis Bay, southeastern Australia","7522","Pacific Conservation Biology","283-292","","2007","","","defaultdict(<class 'list'>, {'U1': ['7522']})","Dexter, N.; Meek, P.; Moore, S.; Hudson, M.; Richardson, H.","13","http://www.publish.csiro.au/PC/PC070283?CFID=26616774&CFTOKEN=540b58877f0d01fa-377F8225-DE8D-A5F1-32869717358043EA","4","1038-2097",""
"4578","JOUR","Pre-release hunting training and post-release monitoring are key components in the rehabilitation of orphaned large felids","7616","South African Journal of Wildlife Research","11-20","","2011","['acinonyx jubatus']","","defaultdict(<class 'list'>, {'U1': ['7616']})","Houser, A.; Gusset, M.; Bragg, C.J.; Boast, L.K.; Somers, M.J.","41","http://www.bioone.org/doi/abs/10.3957/056.041.0111","1","0379-4369",""
"4579","JOUR","Post-translocation survival and movements of metropolitan white-tailed deer","7639","Wildlife Society Bulletin","434-441","","1990","","","defaultdict(<class 'list'>, {'U1': ['7639']})","Jones, J.M.; Witham, J.H.","18","http://www.jstor.org/stable/3782744","4","00917648",""
"4580","JOUR","Predator-baiting experiments for the conservation of rock-wallabies in Western Australia: a 25-year review with recent advances","7660","Wildlife Research","57-67","","2010","['fox control']","","defaultdict(<class 'list'>, {'U1': ['7660']})","Kinnear, J.E.; Krebs, C.J.; Pentland, C.; Orell, P.; Holme, C.; Karvinen, R.","37","http://www.publish.csiro.au/wr/WR09046","1","1035-3712",""
"4581","JOUR","Population responses of black-tailed deer to prescribed burning","7667","The Journal of Wildlife Management","863-871","","1989","","","defaultdict(<class 'list'>, {'U1': ['7667']})","Klinger, R.C.; Kutilek, M.J.; Shellhammer, H.S.","53","https://www.jstor.org/stable/3809578?seq=1#metadata_info_tab_contents","","",""
"4582","JOUR","Predation determines the outcome of 10 reintroduction attempts in arid South Australia","7764","Biological Conservation","2863-2872","","2011","['Reintroduction, Canis lupus dingo']","","defaultdict(<class 'list'>, {'U1': ['7764']})","Moseby, K.E.; Read, J.L.; Paton, D.C.; Copley, P.; Hill, B.M.; Crisp, H.A.","144","http://www.sciencedirect.com/science/article/pii/S0006320711003119","12","0006-3207",""
"4583","JOUR","Pragmatic management increases a flagship species, the Himalayan brown bears, in Pakistan's Deosai National Park","7770","Biological Conservation","2230-2241","","2008","['Ursus arctos isabellinus, Ursus arctos isabellinus']","","defaultdict(<class 'list'>, {'U1': ['7770']})","Nawaz, M.A.; Swenson, J.E.; Zakaria, V.","141","<Go to ISI>://WOS:000260027100007","9","0006-3207",""
"4584","JOUR","Population recovery of the yellow-footed rock-wallaby following fox control in New South Wales and South Australia","7883","Wildlife Research","560-570","","2014","","","defaultdict(<class 'list'>, {'U1': ['7883']})","Sharp, A.; Norton, M.; Havelberg, C.; Cliff, W.; Marks, A.","41","http://www.publish.csiro.au/nid/144/paper/WR14151.htm","","",""
"4585","JOUR","Predation by feral cats key to the failure of a long-term reintroduction of the western barred bandicoot (Perameles bougainville)","7884","Wildlife Research","38-50","","2016","","","defaultdict(<class 'list'>, {'U1': ['7884']})","Short, J.","43","http://www.publish.csiro.au/wr/wr15070","1","1448-5494",""
"4586","JOUR","Population viability of Cape Mountain zebra in Gamka Mountain Nature Reserve, South Africa: the influence of habitat and fire","7976","Biological Conservation","173-180","","2005","['Cape Mountain zebra']","","defaultdict(<class 'list'>, {'U1': ['7976']})","Watson, L.H.; Odendaal, H.E.; Barry, T.J.; Pietersen, J.","122","https://doi.org/10.1016/j.biocon.2004.06.014","","",""
"4587","JOUR","Potential competition for nest boxes between feral honeybees and sugar gliders at Tower Hill State Game Reserve","7997","The Victorian Naturalist","78-80","","1998","","","defaultdict(<class 'list'>, {'U1': ['7997']})","Wood, M.S.; Wallis, R.L.","115","https://www.archive.org/download/victori11511619981999luca/victori11511619981999luca.pdf","","",""
"4588","JOUR","Predation of wildlife by domestic cats Felis catus in Great Britain","7999","Mammal Review","174-188","","2003","['scotica']","","defaultdict(<class 'list'>, {'U1': ['7999']})","Woods, M.; McDonald, R.A.; Harris, S.","33","https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2907.2003.00017.x","","",""
"4589","JOUR","Population trends of brown hares in Switzerland: the role of land-use and ecological compensation areas","8010","Biological Conservation","1364-1373","","2011","['Agri-environment scheme']","","defaultdict(<class 'list'>, {'U1': ['8010']})","Zellweger-Fischer, J.; Kéry, M.; Pasinelli, G.","144","https://doi.org/10.1016/j.biocon.2010.11.021","5","0006-3207",""
"4590","JOUR","Predator-resembling aversive conditioning for managing habituated wildlife","8029","Ecology and Society","31","","2005","","","defaultdict(<class 'list'>, {'U1': ['8029']})","Kloppers, E.L.; St Clair, C.; Hurd, T.E.","10","http://www.ecologyandsociety.org/vol10/iss1/art31/","","",""
"4591","JOUR","Post-release movements of introduced marten","8056","The Journal of Wildlife Management","59-66","","1983","","","defaultdict(<class 'list'>, {'U1': ['8056']})","Davis, M.H.","47","http://dx.doi.org/10.2307/3808052","","",""
"4592","JOUR","Post-capture survival of Atlantic wolffish (Anarhichas lupus) captured by bottom otter trawl: Can live release programs contribute to the recovery of species at risk?","8332","Fisheries Research","169","176","2014","['Atlantic wolffish, Live-release, Otter trawl, Species at risk, Survival']","","defaultdict(<class 'list'>, {'U1': ['8332']})","Grant, S.M.; Hiscock, W.","151","http://www.sciencedirect.com/science/article/pii/S0165783613002816","","0165-7836",""
"4593","JOUR","Post-capture survival of whale sharks encircled in tuna purse-seine nets: tagging and safe release methods","8335","Fisheries Research","782","789","2016","['mega fauna, post-release mortality, Rhincodon typus, tropical tuna purse-seine']","","defaultdict(<class 'list'>, {'U1': ['8335']})","Escalle, L.; Murua, H.; Amande, J.M.; Arregui, I.; Chavance, P.; Delgado, d.M.A.; Gaertner, D.; Fraile, I.; Filmalter, J.D.; Santiago, J.; Forget, F.; Arrizabalaga, H.; Dagorn, L.; Merigot, B.","26","https://onlinelibrary.wiley.com/doi/abs/10.1002/aqc.2662","4","1052-7613",""
"4594","JOUR","Predictive models and comparison of the selectivity of standard (T0) and turned mesh (T90) codends for three species in the Eastern Mediterranean","8379","Fisheries Research","76","88","2014","['Mediterranean Sea, Codend selectivity, Annular sea bream, Common pandora, Red mullet, T90 codend']","","defaultdict(<class 'list'>, {'U1': ['8379']})","Tokaç, A.; Herrmann, B.; Aydın, C.; Kaykaç, H.; Ünlüler, A.; Gökçe, G.","150","http://www.sciencedirect.com/science/article/pii/S0165783613002427","","0165-7836",""
"4595","JOUR","Potential use of a Nordmøre grid for by-catch reduction in a Portuguese bottom-trawl multispecies fishery","8539","Fisheries Research","49","66","2005","['Trawl selectivity, Sorting grids, By-catch reduction, Portuguese continental waters']","","defaultdict(<class 'list'>, {'U1': ['8539']})","Fonseca, P.; Campos, A.; Mendes, B.; Larsen, R.B.","73","http://www.sciencedirect.com/science/article/pii/S0165783605000214","1","0165-7836",""
"4596","JOUR","Postrelease movement of rehabilitated harbor seal (Phoca vitulina richardii) pups compared with cohort-matched wild seal pups","8677","Marine Mammal Science","E282","E294","2013","","","defaultdict(<class 'list'>, {'U1': ['8677']})","Gaydos, J.K.; Vilchis, L.; Lance, M.M.; Jeffries, S.J.; Thomas, A.; Greenwood, V.; Harner, P.; Ziccardi, M.H.","29","https://doi.org/10.1111/mms.12002","","",""
"4597","JOUR","Post-release monitoring and tracking of a rehabilitated California gray whale","8749","Aquatic Mammals","294","300","2001","","","defaultdict(<class 'list'>, {'U1': ['8749']})","Stewart, B.S.; Harvey, J.; Yochem, P.K.","27","https://www.aquaticmammalsjournal.org/share/AquaticMammalsIssueArchives/2001/AquaticMammals_27-03/27-03_Yochem.pdf","","",""
"4598","JOUR","Postrelease dive ability in rehabilitated harbor seals","8779","Marine Mammal Science","E110","E123","2012","","","defaultdict(<class 'list'>, {'U1': ['8779']})","Morrison, C.; Sparling, C.; Sadler, L.; Charles, A.; Sharples, R.; McConnell, B.","28","https://doi.org/10.1111/j.1748-7692.2011.00510.x","","",""
"4599","CONF","Porpoise Alerting Device (PAL): Synthetic harbour porpoise (Phocoena phocoena) communication signals influence behaviour and reduce by-catch","8811","Progress in Marine Conservation Europe","150","155","2016","","Stralsund, Germany. BfN-Skripten","defaultdict(<class 'list'>, {'U1': ['8811']})","Culik, B.; Dorrien, C. von; Conrad, M.","451","https://www.bfn.de/fileadmin/BfN/service/Dokumente/skripten/Skript451.pdf","","",""
"4600","JOUR","Putting dormice (Muscardinus avellanarius) back on the map","61","British Wildlife","91","100","2002","['hazel dormouse, Muscardinus avellanarius, tawny owl, Strix aluco, reintroduction, English Nature, species recovery programme, radio-tracking, rodent, mammal, mammalia, Species Recovery Programme, translocation']","","defaultdict(<class 'list'>, {'U1': ['61']})","Bright, P.; Morris, P.","14","https://www.researchgate.net/publication/293515127_Putting_Dormice_back_on_the_map","","",""
"4601","JOUR","Putting dormice (Muscardinus avellanarius) back on the map","62","British Wildlife","91","100","2002","['hazel dormouse, Muscardinus avellanarius, reintroduction, English Nature, species recovery programme, ash, Fraxinus excelsior, tawny owl, Strix aluco, hazel, Corylus avellana,  bramble, Rubus fruticosus, honeysuckle, Lonicera periclymenum, rodentia, mammal, mammalia, translocations']","","defaultdict(<class 'list'>, {'U1': ['62']})","Bright, P.; Morris, P.","14","","","",""
"4602","JOUR","Providing foraging resources for bumblebees in intensively farmed landscapes","63","Biological Conservation","479","494","2005","['Bee, Insecta, insect, Hymenoptera, Apoidea, pollinator, bees, Bombus, hymenoptera, field pansy, Viola arvensis, creeping thistle, Cirsium arvense, spear thistle, cirsium vulgare, red clover, Trifolium pratense, birdï¿½s-foot trefoil, Lotus corniculatus, borage, Borago officinalis, Arable Stewardship Pilot Scheme, Ministry of Agriculture Fisheries and Food, MAFF, Department Environment Food and Rural Affairs, DEFRA, nectar']","","defaultdict(<class 'list'>, {'U1': ['63']})","Pywell, R.F.; Warman, E.A.; Carvell, C.; Sparks, T.H.; Dicks, L.V.; Bennett, D.; Wright, A.; Critchley, C.N.R.; Sherwood, A.","121","","","",""
"4603","JOUR","Providing artificial nest platforms for Cabot's tragopan Tragopan caboti (Aves: Galliformes): a useful conservation tool?","106","Oryx","158","163","2005","[""Cabot's tragopan, Tragopan caboti, pheasant, red squirrel, Scirius vulgaris, IUCN, Aves, phasianidae, gamebird, Galliformes, bird, nest site, nest basket""]","","defaultdict(<class 'list'>, {'U1': ['106']})","Deng, W.-H.; Zheng, G.-M.; Zhang, Z.W.; Garson, P.J.; McGowan, P.J.K.","39","","","",""
"4604","JOUR","Providing nest boxes for hole-nesting birds – Does habitat matter?","147","Biodiversity and Conservation","1823","1840","2005","['grey alder, Alnus incana, silver birch, Betula pendula, great tit, Parus major, bird Aves, Paridae, Scot pine Pinus sylvestris, ecological trap, nest box, nest-box, nestbox']","","defaultdict(<class 'list'>, {'U1': ['147']})","Mänd, R.; Tilgar, V.; Lõhmus, A.; Leivits, A.","14","","","",""
"4605","JOUR","Progressive restoration of a shallow lake: A 12-year experiment in isolation, sediment removal and biomanipulation","568","Journal of Applied Ecology","71","86","1996","['zooplankton, phytoplankto, biomanipulation, Norfolk Broads, electro-fishing, Daphnia, mysid shrimp, Neomysis integer, Crustacea, fish, rigid hornwort Ceratophyllum demersum, thalloid green algae, Enteromorpha, filamentous algae, agal bloom, eutrophication, aquatic macrophytes']","","defaultdict(<class 'list'>, {'U1': ['568']})","Moss, B.; Stansfield, J.; Irvine, K.; Perrow, M.; Phillips, G.","33","","","",""
"4606","JOUR","Preliminary investigations on the occupation of artificial nests by Osmia rufa L. (Hymenoptera, Megachilidae)","770","Journal of Applied Ecology","559","566","1970","['Insect, Insecta Apoidea, pollinator, bee, red mason bee, Osmia rufa, solitary bees, hymenoptera, Osmia coerulescens, Megachile, solitary wasps, Ancistrocerus, nest box, pollination, Megachilidae, insects']","","defaultdict(<class 'list'>, {'U1': ['770']})","Free, J.B.; Williams, I.H.","73","","","",""
